order_id,created_at,website_session_id,user_id,primary_product_id,items_purchased,price_usd,cogs_usd
50,3/30/2012 2:27,1654,1646,1,1,49.99,19.49
51,3/30/2012 10:06,1685,1677,1,1,49.99,19.49
52,3/30/2012 10:24,1691,1683,1,1,49.99,19.49
53,3/30/2012 12:47,1709,1701,1,1,49.99,19.49
54,3/30/2012 14:26,1726,1718,1,1,49.99,19.49
55,3/30/2012 14:39,1729,1721,1,1,49.99,19.49
56,3/31/2012 0:22,1790,1782,1,1,49.99,19.49
57,3/31/2012 2:32,1802,1794,1,1,49.99,19.49
58,3/31/2012 6:40,1807,1799,1,1,49.99,19.49
59,3/31/2012 10:25,1823,1815,1,1,49.99,19.49
60,3/31/2012 19:24,1863,1855,1,1,49.99,19.49
61,4/1/2012 6:45,1890,1882,1,1,49.99,19.49
62,4/1/2012 12:38,1912,1902,1,1,49.99,19.49
63,4/1/2012 17:33,1939,1929,1,1,49.99,19.49
64,4/1/2012 18:26,1944,1934,1,1,49.99,19.49
65,4/2/2012 11:07,2036,2025,1,1,49.99,19.49
66,4/2/2012 16:32,2089,2076,1,1,49.99,19.49
67,4/2/2012 17:17,2102,2089,1,1,49.99,19.49
68,4/2/2012 18:36,2115,2102,1,1,49.99,19.49
69,4/3/2012 10:29,2210,2196,1,1,49.99,19.49
70,4/3/2012 11:53,2231,2217,1,1,49.99,19.49
71,4/3/2012 15:03,2262,2247,1,1,49.99,19.49
72,4/3/2012 16:31,2291,2276,1,1,49.99,19.49
73,4/3/2012 16:36,2295,1752,1,1,49.99,19.49
74,4/3/2012 19:09,2325,2309,1,1,49.99,19.49
75,4/4/2012 7:47,2392,2376,1,1,49.99,19.49
76,4/4/2012 11:13,2422,2405,1,1,49.99,19.49
77,4/4/2012 11:34,2431,2414,1,1,49.99,19.49
78,4/4/2012 18:21,2514,2495,1,1,49.99,19.49
79,4/4/2012 19:00,2522,2503,1,1,49.99,19.49
80,4/5/2012 10:34,2624,383,1,1,49.99,19.49
81,4/5/2012 13:15,2668,2644,1,1,49.99,19.49
82,4/5/2012 20:11,2770,2746,1,1,49.99,19.49
83,4/6/2012 4:04,2810,2786,1,1,49.99,19.49
84,4/6/2012 12:16,2879,2854,1,1,49.99,19.49
85,4/6/2012 17:13,2942,2916,1,1,49.99,19.49
86,4/6/2012 22:48,2982,2956,1,1,49.99,19.49
87,4/7/2012 4:47,3000,2972,1,1,49.99,19.49
88,4/7/2012 16:15,3040,3012,1,1,49.99,19.49
89,4/7/2012 16:55,3044,3016,1,1,49.99,19.49
90,4/8/2012 2:25,3077,3048,1,1,49.99,19.49
91,4/8/2012 5:52,3082,3053,1,1,49.99,19.49
92,4/8/2012 20:50,3137,3107,1,1,49.99,19.49
93,4/8/2012 21:10,3139,3109,1,1,49.99,19.49
94,4/8/2012 22:33,3147,3116,1,1,49.99,19.49
95,4/9/2012 9:49,3189,3158,1,1,49.99,19.49
96,4/9/2012 9:50,3188,3157,1,1,49.99,19.49
97,4/9/2012 11:25,3208,3177,1,1,49.99,19.49
98,4/9/2012 15:01,3247,3215,1,1,49.99,19.49
99,4/9/2012 19:48,3295,3263,1,1,49.99,19.49
100,4/9/2012 20:28,3299,3267,1,1,49.99,19.49
101,4/9/2012 22:56,3318,3285,1,1,49.99,19.49
102,4/9/2012 23:25,3322,3289,1,1,49.99,19.49
103,4/10/2012 14:21,3421,3386,1,1,49.99,19.49
104,4/10/2012 16:40,3446,3411,1,1,49.99,19.49
105,4/10/2012 22:27,3496,3460,1,1,49.99,19.49
106,4/11/2012 14:13,3604,3565,1,1,49.99,19.49
107,4/11/2012 15:22,3618,3579,1,1,49.99,19.49
108,4/11/2012 16:38,3642,3602,1,1,49.99,19.49
109,4/11/2012 20:19,3683,3642,1,1,49.99,19.49
110,4/11/2012 21:59,3689,3648,1,1,49.99,19.49
111,4/12/2012 10:03,3746,3703,1,1,49.99,19.49
112,4/12/2012 10:51,3765,3722,1,1,49.99,19.49
113,4/12/2012 13:30,3789,811,1,1,49.99,19.49
114,4/12/2012 15:50,3807,3761,1,1,49.99,19.49
115,4/13/2012 2:13,3873,3824,1,1,49.99,19.49
116,4/13/2012 14:53,3947,3895,1,1,49.99,19.49
117,4/14/2012 23:26,4100,4047,1,1,49.99,19.49
118,4/15/2012 9:00,4119,4065,1,1,49.99,19.49
119,4/15/2012 13:20,4130,4076,1,1,49.99,19.49
120,4/15/2012 15:10,4136,4082,1,1,49.99,19.49
121,4/15/2012 16:36,4140,4086,1,1,49.99,19.49
122,4/16/2012 13:22,4224,3313,1,1,49.99,19.49
123,4/16/2012 14:54,4232,4174,1,1,49.99,19.49
124,4/16/2012 15:03,4235,4177,1,1,49.99,19.49
125,4/16/2012 17:59,4249,4191,1,1,49.99,19.49
126,4/16/2012 19:33,4258,167,1,1,49.99,19.49
127,4/17/2012 19:20,4372,455,1,1,49.99,19.49
128,4/18/2012 10:28,4420,4346,1,1,49.99,19.49
129,4/18/2012 12:10,4437,4362,1,1,49.99,19.49
130,4/18/2012 18:51,4490,755,1,1,49.99,19.49
131,4/18/2012 19:59,4501,4423,1,1,49.99,19.49
132,4/19/2012 7:42,4531,59,1,1,49.99,19.49
133,4/19/2012 13:21,4559,4474,1,1,49.99,19.49
134,4/19/2012 14:19,4566,4480,1,1,49.99,19.49
135,4/19/2012 14:20,4567,4481,1,1,49.99,19.49
136,4/19/2012 19:02,4605,4519,1,1,49.99,19.49
137,4/19/2012 21:50,4620,4533,1,1,49.99,19.49
138,4/20/2012 14:02,4685,4590,1,1,49.99,19.49
139,4/21/2012 17:39,4770,4674,1,1,49.99,19.49
140,4/22/2012 11:01,4801,4704,1,1,49.99,19.49
141,4/22/2012 16:58,4815,4718,1,1,49.99,19.49
142,4/22/2012 21:22,4828,4728,1,1,49.99,19.49
143,4/23/2012 11:07,4878,4774,1,1,49.99,19.49
144,4/23/2012 11:27,4881,4777,1,1,49.99,19.49
145,4/23/2012 12:31,4889,4785,1,1,49.99,19.49
146,4/23/2012 17:12,4923,2368,1,1,49.99,19.49
147,4/23/2012 20:59,4943,4832,1,1,49.99,19.49
148,4/23/2012 22:39,4951,4840,1,1,49.99,19.49
149,4/23/2012 22:57,4952,3291,1,1,49.99,19.49
150,4/24/2012 19:22,5054,4933,1,1,49.99,19.49
151,4/24/2012 23:13,5065,210,1,1,49.99,19.49
152,4/25/2012 21:05,5151,13,1,1,49.99,19.49
153,4/26/2012 15:35,5252,5116,1,1,49.99,19.49
154,4/26/2012 17:43,5270,5134,1,1,49.99,19.49
155,4/26/2012 22:22,5292,5154,1,1,49.99,19.49
156,4/27/2012 1:22,5297,5158,1,1,49.99,19.49
157,4/27/2012 19:42,5386,5243,1,1,49.99,19.49
158,4/29/2012 16:58,5458,5312,1,1,49.99,19.49
159,4/30/2012 12:14,5538,5387,1,1,49.99,19.49
160,5/1/2012 3:50,5619,5461,1,1,49.99,19.49
161,5/1/2012 10:34,5650,5488,1,1,49.99,19.49
162,5/1/2012 11:20,5654,876,1,1,49.99,19.49
163,5/1/2012 12:10,5663,4038,1,1,49.99,19.49
164,5/1/2012 16:25,5705,5539,1,1,49.99,19.49
165,5/2/2012 11:50,5820,5640,1,1,49.99,19.49
166,5/2/2012 12:56,5830,5649,1,1,49.99,19.49
167,5/2/2012 17:15,5870,5688,1,1,49.99,19.49
168,5/2/2012 17:24,5873,5691,1,1,49.99,19.49
169,5/3/2012 9:03,5925,3057,1,1,49.99,19.49
170,5/3/2012 9:40,5927,2617,1,1,49.99,19.49
171,5/3/2012 15:19,5976,5788,1,1,49.99,19.49
172,5/3/2012 16:24,5987,5797,1,1,49.99,19.49
173,5/3/2012 23:52,6017,5824,1,1,49.99,19.49
174,5/4/2012 5:22,6036,5840,1,1,49.99,19.49
175,5/4/2012 10:24,6056,5858,1,1,49.99,19.49
176,5/4/2012 16:56,6123,5918,1,1,49.99,19.49
177,5/8/2012 15:59,6481,6237,1,1,49.99,19.49
178,5/8/2012 16:18,6487,6242,1,1,49.99,19.49
179,5/9/2012 1:00,6536,6288,1,1,49.99,19.49
180,5/9/2012 1:40,6539,6291,1,1,49.99,19.49
181,5/9/2012 9:04,6562,6313,1,1,49.99,19.49
182,5/9/2012 10:16,6571,6322,1,1,49.99,19.49
183,5/9/2012 13:36,6603,6352,1,1,49.99,19.49
184,5/9/2012 14:59,6614,2020,1,1,49.99,19.49
185,5/9/2012 17:01,6629,6374,1,1,49.99,19.49
186,5/9/2012 17:41,6637,6381,1,1,49.99,19.49
187,5/10/2012 9:54,6692,6433,1,1,49.99,19.49
188,5/10/2012 18:45,6765,6500,1,1,49.99,19.49
189,5/10/2012 21:29,6781,6515,1,1,49.99,19.49
190,5/11/2012 11:10,6836,6565,1,1,49.99,19.49
191,5/11/2012 15:06,6889,5115,1,1,49.99,19.49
192,5/11/2012 21:20,6927,6648,1,1,49.99,19.49
193,5/12/2012 20:44,6993,6711,1,1,49.99,19.49
194,5/13/2012 8:21,7018,6732,1,1,49.99,19.49
195,5/13/2012 15:56,7035,6747,1,1,49.99,19.49
196,5/13/2012 17:04,7042,6754,1,1,49.99,19.49
197,5/14/2012 18:33,7140,3659,1,1,49.99,19.49
198,5/14/2012 18:51,7144,6841,1,1,49.99,19.49
199,5/15/2012 3:20,7175,6869,1,1,49.99,19.49
200,5/15/2012 5:20,7178,3123,1,1,49.99,19.49
201,5/15/2012 5:28,7179,6872,1,1,49.99,19.49
202,5/15/2012 8:13,7188,6880,1,1,49.99,19.49
203,5/15/2012 8:56,7191,6882,1,1,49.99,19.49
204,5/15/2012 15:06,7240,6929,1,1,49.99,19.49
205,5/15/2012 15:29,7245,872,1,1,49.99,19.49
206,5/15/2012 17:26,7263,6948,1,1,49.99,19.49
207,5/16/2012 5:07,7311,6994,1,1,49.99,19.49
208,5/16/2012 5:33,7312,6995,1,1,49.99,19.49
209,5/17/2012 0:34,7421,7097,1,1,49.99,19.49
210,5/17/2012 16:23,7507,7176,1,1,49.99,19.49
211,5/17/2012 19:33,7528,7195,1,1,49.99,19.49
212,5/18/2012 10:29,7577,4607,1,1,49.99,19.49
213,5/18/2012 11:38,7590,7248,1,1,49.99,19.49
214,5/18/2012 13:43,7597,3264,1,1,49.99,19.49
215,5/18/2012 14:24,7604,7260,1,1,49.99,19.49
216,5/19/2012 3:45,7663,7314,1,1,49.99,19.49
217,5/20/2012 0:54,7710,7355,1,1,49.99,19.49
218,5/20/2012 9:53,7734,7379,1,1,49.99,19.49
219,5/20/2012 22:54,7787,7425,1,1,49.99,19.49
220,5/20/2012 23:15,7792,7430,1,1,49.99,19.49
221,5/20/2012 23:36,7795,7432,1,1,49.99,19.49
222,5/21/2012 5:26,7820,7455,1,1,49.99,19.49
223,5/21/2012 11:52,7864,7498,1,1,49.99,19.49
224,5/21/2012 16:48,7906,7533,1,1,49.99,19.49
225,5/21/2012 22:15,7947,7569,1,1,49.99,19.49
226,5/22/2012 5:15,7973,7594,1,1,49.99,19.49
227,5/22/2012 6:15,7978,7599,1,1,49.99,19.49
228,5/22/2012 11:40,8001,4430,1,1,49.99,19.49
229,5/22/2012 13:00,8011,7630,1,1,49.99,19.49
230,5/22/2012 16:53,8060,1997,1,1,49.99,19.49
231,5/23/2012 3:29,8130,7735,1,1,49.99,19.49
232,5/23/2012 22:13,8265,4098,1,1,49.99,19.49
233,5/23/2012 23:24,8272,7867,1,1,49.99,19.49
234,5/24/2012 19:34,8435,8016,1,1,49.99,19.49
235,5/24/2012 20:47,8447,8026,1,1,49.99,19.49
236,5/25/2012 4:56,8479,8053,1,1,49.99,19.49
237,5/25/2012 5:03,8480,8054,1,1,49.99,19.49
238,5/25/2012 11:32,8519,8090,1,1,49.99,19.49
239,5/25/2012 14:34,8543,8114,1,1,49.99,19.49
240,5/25/2012 14:47,8546,8116,1,1,49.99,19.49
241,5/25/2012 16:22,8569,8136,1,1,49.99,19.49
242,5/26/2012 13:48,8642,8202,1,1,49.99,19.49
243,5/26/2012 14:12,8643,8203,1,1,49.99,19.49
244,5/26/2012 17:15,8656,8216,1,1,49.99,19.49
245,5/27/2012 9:35,8694,8250,1,1,49.99,19.49
246,5/27/2012 23:20,8738,8289,1,1,49.99,19.49
247,5/28/2012 1:00,8748,8299,1,1,49.99,19.49
248,5/28/2012 6:32,8766,8314,1,1,49.99,19.49
249,5/28/2012 15:16,8810,8353,1,1,49.99,19.49
250,5/29/2012 6:08,8874,8409,1,1,49.99,19.49
251,5/29/2012 10:25,8903,8436,1,1,49.99,19.49
252,5/29/2012 10:28,8905,8438,1,1,49.99,19.49
253,5/29/2012 11:52,8921,8453,1,1,49.99,19.49
254,5/29/2012 15:26,8953,8484,1,1,49.99,19.49
255,5/29/2012 16:36,8963,8493,1,1,49.99,19.49
256,5/29/2012 17:05,8971,8501,1,1,49.99,19.49
257,5/29/2012 23:52,9020,8548,1,1,49.99,19.49
258,5/30/2012 3:09,9032,8559,1,1,49.99,19.49
259,5/30/2012 7:56,9042,8567,1,1,49.99,19.49
260,5/30/2012 12:03,9073,8594,1,1,49.99,19.49
261,5/30/2012 20:49,9166,8676,1,1,49.99,19.49
262,5/30/2012 23:02,9176,8684,1,1,49.99,19.49
263,5/31/2012 5:33,9193,8701,1,1,49.99,19.49
264,5/31/2012 9:04,9216,8721,1,1,49.99,19.49
265,5/31/2012 11:07,9240,7771,1,1,49.99,19.49
266,5/31/2012 16:48,9294,8792,1,1,49.99,19.49
267,5/31/2012 23:09,9342,8836,1,1,49.99,19.49
268,6/1/2012 6:22,9363,8855,1,1,49.99,19.49
269,6/1/2012 12:48,9412,8898,1,1,49.99,19.49
270,6/1/2012 12:57,9413,8899,1,1,49.99,19.49
271,6/1/2012 14:22,9428,8911,1,1,49.99,19.49
272,6/1/2012 18:27,9460,8941,1,1,49.99,19.49
273,6/1/2012 20:13,9467,8948,1,1,49.99,19.49
274,6/2/2012 13:04,9514,8992,1,1,49.99,19.49
275,6/2/2012 23:36,9547,9022,1,1,49.99,19.49
276,6/3/2012 7:08,9562,9033,1,1,49.99,19.49
277,6/3/2012 10:20,9568,9038,1,1,49.99,19.49
278,6/3/2012 17:07,9590,4154,1,1,49.99,19.49
279,6/3/2012 18:13,9592,9057,1,1,49.99,19.49
280,6/4/2012 1:52,9617,9082,1,1,49.99,19.49
281,6/4/2012 18:54,9735,9182,1,1,49.99,19.49
282,6/5/2012 0:05,9765,9209,1,1,49.99,19.49
283,6/5/2012 0:43,9769,9213,1,1,49.99,19.49
284,6/5/2012 3:25,9779,9222,1,1,49.99,19.49
285,6/5/2012 11:58,9819,9259,1,1,49.99,19.49
286,6/5/2012 14:05,9849,9284,1,1,49.99,19.49
287,6/6/2012 1:28,9915,9342,1,1,49.99,19.49
288,6/6/2012 8:14,9932,9357,1,1,49.99,19.49
289,6/6/2012 9:43,9942,9364,1,1,49.99,19.49
290,6/6/2012 10:54,9954,9374,1,1,49.99,19.49
291,6/6/2012 13:05,9989,9406,1,1,49.99,19.49
292,6/6/2012 16:36,10020,9433,1,1,49.99,19.49
293,6/6/2012 17:40,10033,9446,1,1,49.99,19.49
294,6/6/2012 18:13,10041,9454,1,1,49.99,19.49
295,6/7/2012 6:41,10105,9509,1,1,49.99,19.49
296,6/7/2012 9:31,10122,9525,1,1,49.99,19.49
297,6/7/2012 11:52,10151,9553,1,1,49.99,19.49
298,6/7/2012 12:51,10167,9567,1,1,49.99,19.49
299,6/7/2012 13:34,10177,9576,1,1,49.99,19.49
300,6/7/2012 20:46,10244,9640,1,1,49.99,19.49
301,6/8/2012 0:03,10265,9658,1,1,49.99,19.49
302,6/8/2012 1:47,10269,6616,1,1,49.99,19.49
303,6/8/2012 6:25,10277,9669,1,1,49.99,19.49
304,6/8/2012 9:11,10291,9681,1,1,49.99,19.49
305,6/8/2012 10:07,10300,9689,1,1,49.99,19.49
306,6/8/2012 13:58,10335,9721,1,1,49.99,19.49
307,6/9/2012 3:07,10411,9788,1,1,49.99,19.49
308,6/9/2012 14:35,10442,9816,1,1,49.99,19.49
309,6/9/2012 23:54,10468,9836,1,1,49.99,19.49
310,6/10/2012 18:55,10517,9881,1,1,49.99,19.49
311,6/10/2012 19:48,10518,9882,1,1,49.99,19.49
312,6/10/2012 21:39,10526,3428,1,1,49.99,19.49
313,6/11/2012 9:36,10575,9933,1,1,49.99,19.49
314,6/11/2012 10:54,10591,7271,1,1,49.99,19.49
315,6/11/2012 11:01,10600,9955,1,1,49.99,19.49
316,6/11/2012 11:47,10605,9959,1,1,49.99,19.49
317,6/11/2012 18:56,10674,3561,1,1,49.99,19.49
318,6/12/2012 2:14,10719,10065,1,1,49.99,19.49
319,6/12/2012 4:20,10721,10067,1,1,49.99,19.49
320,6/12/2012 11:24,10752,10094,1,1,49.99,19.49
321,6/12/2012 14:26,10787,10124,1,1,49.99,19.49
322,6/12/2012 19:17,10837,10172,1,1,49.99,19.49
323,6/13/2012 6:04,10886,10216,1,1,49.99,19.49
324,6/13/2012 10:37,10918,10246,1,1,49.99,19.49
325,6/13/2012 10:58,10922,10250,1,1,49.99,19.49
326,6/13/2012 11:16,10927,10254,1,1,49.99,19.49
327,6/13/2012 11:20,10926,10253,1,1,49.99,19.49
328,6/13/2012 11:50,10937,10264,1,1,49.99,19.49
329,6/13/2012 12:29,10946,10272,1,1,49.99,19.49
330,6/13/2012 14:02,10971,8333,1,1,49.99,19.49
331,6/13/2012 15:21,10985,10306,1,1,49.99,19.49
332,6/13/2012 17:09,11007,7350,1,1,49.99,19.49
333,6/14/2012 14:26,11154,10459,1,1,49.99,19.49
334,6/15/2012 13:58,11322,3736,1,1,49.99,19.49
335,6/15/2012 23:13,11386,10668,1,1,49.99,19.49
336,6/16/2012 0:01,11389,10671,1,1,49.99,19.49
337,6/16/2012 3:33,11397,10678,1,1,49.99,19.49
338,6/16/2012 12:01,11418,10699,1,1,49.99,19.49
339,6/17/2012 15:38,11502,10775,1,1,49.99,19.49
340,6/17/2012 19:48,11520,10791,1,1,49.99,19.49
341,6/17/2012 22:07,11530,10799,1,1,49.99,19.49
342,6/17/2012 22:28,11531,10800,1,1,49.99,19.49
343,6/18/2012 0:56,11543,10812,1,1,49.99,19.49
344,6/18/2012 13:34,11616,10876,1,1,49.99,19.49
345,6/18/2012 14:05,11618,10878,1,1,49.99,19.49
346,6/18/2012 15:11,11629,10889,1,1,49.99,19.49
347,6/18/2012 18:59,11657,10913,1,1,49.99,19.49
348,6/18/2012 21:48,11670,10924,1,1,49.99,19.49
349,6/18/2012 22:57,11677,10931,1,1,49.99,19.49
350,6/19/2012 11:32,11729,10975,1,1,49.99,19.49
351,6/19/2012 12:18,11739,10984,1,1,49.99,19.49
352,6/19/2012 13:30,11756,10998,1,1,49.99,19.49
353,6/19/2012 13:52,11762,11003,1,1,49.99,19.49
354,6/19/2012 16:48,11801,10235,1,1,49.99,19.49
355,6/19/2012 20:11,11835,11071,1,1,49.99,19.49
356,6/20/2012 11:33,11917,11148,1,1,49.99,19.49
357,6/20/2012 13:50,11946,11176,1,1,49.99,19.49
358,6/20/2012 14:47,11957,11187,1,1,49.99,19.49
359,6/20/2012 16:00,11971,11200,1,1,49.99,19.49
360,6/20/2012 17:08,11985,11211,1,1,49.99,19.49
361,6/20/2012 22:54,12028,11249,1,1,49.99,19.49
362,6/21/2012 4:58,12047,11268,1,1,49.99,19.49
363,6/21/2012 8:15,12065,11285,1,1,49.99,19.49
364,6/21/2012 11:10,12086,11304,1,1,49.99,19.49
365,6/21/2012 16:25,12141,11352,1,1,49.99,19.49
366,6/21/2012 19:59,12168,11376,1,1,49.99,19.49
367,6/22/2012 8:41,12216,2108,1,1,49.99,19.49
368,6/22/2012 11:36,12243,11443,1,1,49.99,19.49
369,6/22/2012 14:33,12284,11481,1,1,49.99,19.49
370,6/22/2012 18:49,12321,9542,1,1,49.99,19.49
371,6/22/2012 19:33,12329,11522,1,1,49.99,19.49
372,6/23/2012 12:06,12388,8237,1,1,49.99,19.49
373,6/23/2012 13:40,12394,11583,1,1,49.99,19.49
374,6/23/2012 16:36,12408,11597,1,1,49.99,19.49
375,6/23/2012 22:43,12424,11611,1,1,49.99,19.49
376,6/24/2012 22:23,12478,11660,1,1,49.99,19.49
377,6/24/2012 22:31,12479,11661,1,1,49.99,19.49
378,6/25/2012 7:54,12509,11687,1,1,49.99,19.49
379,6/25/2012 15:26,12568,11742,1,1,49.99,19.49
380,6/25/2012 16:15,12579,11753,1,1,49.99,19.49
381,6/25/2012 19:33,12604,11159,1,1,49.99,19.49
382,6/25/2012 19:54,12605,11776,1,1,49.99,19.49
383,6/26/2012 11:55,12672,5191,1,1,49.99,19.49
384,6/26/2012 15:30,12699,11858,1,1,49.99,19.49
385,6/26/2012 16:06,12708,11867,1,1,49.99,19.49
386,6/26/2012 18:57,12738,11897,1,1,49.99,19.49
387,6/26/2012 21:13,12760,3561,1,1,49.99,19.49
388,6/27/2012 8:32,12807,11959,1,1,49.99,19.49
389,6/27/2012 8:47,12809,9109,1,1,49.99,19.49
390,6/27/2012 11:00,12831,6390,1,1,49.99,19.49
391,6/27/2012 11:54,12837,11986,1,1,49.99,19.49
392,6/27/2012 17:25,12912,12048,1,1,49.99,19.49
393,6/27/2012 19:31,12927,12061,1,1,49.99,19.49
394,6/28/2012 10:23,12988,12113,1,1,49.99,19.49
395,6/28/2012 13:40,13016,12139,1,1,49.99,19.49
396,6/28/2012 16:39,13046,12165,1,1,49.99,19.49
397,6/28/2012 19:34,13073,12188,1,1,49.99,19.49
398,6/28/2012 20:48,13081,10278,1,1,49.99,19.49
399,6/28/2012 20:56,13083,12197,1,1,49.99,19.49
400,6/28/2012 22:09,13089,12203,1,1,49.99,19.49
401,6/28/2012 22:24,13093,12207,1,1,49.99,19.49
402,6/28/2012 22:31,13094,3293,1,1,49.99,19.49
403,6/29/2012 16:09,13194,12293,1,1,49.99,19.49
404,6/29/2012 18:43,13221,12320,1,1,49.99,19.49
405,6/30/2012 15:17,13285,12374,1,1,49.99,19.49
406,6/30/2012 15:36,13287,12376,1,1,49.99,19.49
407,6/30/2012 19:50,13297,6095,1,1,49.99,19.49
408,7/1/2012 4:39,13319,12406,1,1,49.99,19.49
409,7/2/2012 13:24,13460,12530,1,1,49.99,19.49
410,7/2/2012 16:45,13494,12562,1,1,49.99,19.49
411,7/2/2012 17:54,13510,12576,1,1,49.99,19.49
412,7/3/2012 8:18,13571,12632,1,1,49.99,19.49
413,7/3/2012 10:42,13591,12651,1,1,49.99,19.49
414,7/3/2012 16:47,13663,12716,1,1,49.99,19.49
415,7/3/2012 19:10,13694,7434,1,1,49.99,19.49
416,7/4/2012 5:03,13726,12768,1,1,49.99,19.49
417,7/4/2012 10:01,13745,12787,1,1,49.99,19.49
418,7/4/2012 10:47,13752,12793,1,1,49.99,19.49
419,7/4/2012 11:06,13754,6033,1,1,49.99,19.49
420,7/4/2012 14:43,13782,12818,1,1,49.99,19.49
421,7/4/2012 18:29,13812,12847,1,1,49.99,19.49
422,7/5/2012 0:47,13843,12875,1,1,49.99,19.49
423,7/5/2012 4:47,13857,12888,1,1,49.99,19.49
424,7/5/2012 9:59,13880,12909,1,1,49.99,19.49
425,7/5/2012 11:14,13891,12920,1,1,49.99,19.49
426,7/5/2012 16:37,13949,12977,1,1,49.99,19.49
427,7/5/2012 19:49,13975,13001,1,1,49.99,19.49
428,7/5/2012 20:41,13981,13006,1,1,49.99,19.49
429,7/6/2012 11:27,14062,13081,1,1,49.99,19.49
430,7/6/2012 14:55,14098,11375,1,1,49.99,19.49
431,7/6/2012 18:26,14124,13138,1,1,49.99,19.49
432,7/6/2012 19:31,14129,13142,1,1,49.99,19.49
433,7/6/2012 23:22,14147,13159,1,1,49.99,19.49
434,7/7/2012 3:59,14157,13168,1,1,49.99,19.49
435,7/7/2012 11:23,14170,13179,1,1,49.99,19.49
436,7/7/2012 15:54,14186,13194,1,1,49.99,19.49
437,7/7/2012 17:04,14195,13203,1,1,49.99,19.49
438,7/8/2012 1:02,14205,13212,1,1,49.99,19.49
439,7/8/2012 9:24,14219,13225,1,1,49.99,19.49
440,7/9/2012 1:52,14289,13288,1,1,49.99,19.49
441,7/9/2012 9:42,14307,13304,1,1,49.99,19.49
442,7/9/2012 13:16,14346,13339,1,1,49.99,19.49
443,7/9/2012 13:45,14357,13349,1,1,49.99,19.49
444,7/9/2012 13:49,14354,13346,1,1,49.99,19.49
445,7/9/2012 15:11,14377,13369,1,1,49.99,19.49
446,7/9/2012 16:22,14383,13374,1,1,49.99,19.49
447,7/10/2012 10:05,14460,13445,1,1,49.99,19.49
448,7/10/2012 10:29,14462,13447,1,1,49.99,19.49
449,7/10/2012 11:39,14476,13459,1,1,49.99,19.49
450,7/10/2012 18:36,14550,13530,1,1,49.99,19.49
451,7/10/2012 20:15,14564,13544,1,1,49.99,19.49
